filename,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,meanGenre,sdGenre,minGenre,maxGenre
titles01/tt0046912,tt0046912,Bei Anruf Mord (1954),bei anruf mord,http://www.imdb.com/title/tt0046912/,8.2,72579,6300,1954,video.movie,3,2,51,232,223,2,2006.50000,1.50000,2005,2008
titles01/tt0031381,tt0031381,Vom Winde verweht (1939),vom winde verweht,http://www.imdb.com/title/tt0031381/,8.2,160414,14280,1939,video.movie,10,6,143,1263,653,3,3023.66667,2413.70895,734,6361
titles01/tt0032138,tt0032138,Der Zauberer von Oz (1939),der zauberer von oz,http://www.imdb.com/title/tt0032138/,8.1,209506,6120,1939,video.movie,6,12,126,2363,477,3,1342.66667,428.10149,1009,1947
titles01/tt0033870,tt0033870,Die Spur des Falken (1941),die spur des falken,http://www.imdb.com/title/tt0033870/,8.2,86012,6000,1941,video.movie,1,0,67,332,294,2,4184.50000,2176.50000,2008,6361
titles02/index.html.2565,tt0121766,Star Wars: Episode III - Die Rache der Sith (2005),star wars episode iii die rache der sith,http://www.imdb.com/title/tt0121766/,7.7,363226,8400,2005,video.movie,14,29,371,1306,3187,3,1707.66667,502.12969,1009,2167
titles03/index.html.3071,tt0200465,Bank Job (2008),bank job,http://www.imdb.com/title/tt0200465/,7.3,129274,6660,2008,video.movie,0,0,35,342,176,3,3458.00000,2052.73135,2005,6361
titles02/index.html.4296,tt0292963,Tödliche Entscheidung (2007),t dliche entscheidung,http://www.imdb.com/title/tt0292963/,7.3,71092,7020,2007,video.movie,15,13,36,157,274,3,3458.00000,2052.73135,2005,6361
titles02/index.html.5200,tt0312004,Wallace & Gromit - Auf der Jagd nach dem Riesenkaninchen (2005),wallace gromit auf der jagd nach dem riesenkaninchen,http://www.imdb.com/title/tt0312004/,7.6,78265,5100,2005,video.movie,33,20,35,179,298,3,2201.00000,1719.70366,900,4631
titles02/index.html.3366,tt0327597,Coraline (2009),coraline,http://www.imdb.com/title/tt0327597/,7.7,109855,6000,2009,video.movie,8,24,72,1267,258,3,1304.66667,497.20575,900,2005
titles02/index.html.6471,tt0330373,Harry Potter und der Feuerkelch (2005),harry potter und der feuerkelch,http://www.imdb.com/title/tt0330373/,7.6,283236,9420,2005,video.movie,10,34,141,1231,1870,3,1342.66667,428.10149,1009,1947
titles02/index.html.3441,tt0337978,Stirb langsam 4.0 (2007),stirb langsam,http://www.imdb.com/title/tt0337978/,7.3,277675,7680,2007,video.movie,3,14,44,1259,760,3,2060.00000,75.67034,2005,2167
titles02/index.html.6789,tt0359950,Das erstaunliche Leben des Walter Mitty (2013),das erstaunliche leben des walter mitty,http://www.imdb.com/title/tt0359950/,7.5,80326,6840,2013,video.movie,3,7,57,688,297,3,4313.00000,1815.98311,1947,6361
titles03/index.html.3768,tt0360717,King Kong (2005),king kong,http://www.imdb.com/title/tt0360717/,7.3,256609,11220,2005,video.movie,24,51,154,1587,2594,3,3491.66667,2030.91200,1947,6361
titles03/index.html.3858,tt0373469,Kiss Kiss Bang Bang (2005),kiss kiss bang bang,http://www.imdb.com/title/tt0373469/,7.7,143667,6180,2005,video.movie,4,12,120,913,323,3,2935.33333,1200.77318,2008,4631
titles02/index.html.6474,tt0373889,Harry Potter und der Orden des Phönix (2007),harry potter und der orden des ph nix,http://www.imdb.com/title/tt0373889/,7.4,260789,8280,2007,video.movie,13,32,168,1485,1097,3,1342.66667,428.10149,1009,1947
titles03/index.html.3901,tt0379725,Capote (2005),capote,http://www.imdb.com/title/tt0379725/,7.4,77077,6840,2005,video.movie,57,46,54,1015,396,3,3018.00000,2424.77752,685,6361
titles02/index.html.4628,tt0383574,Pirates of the Caribbean - Fluch der Karibik 2 (2006),pirates of the caribbean fluch der karibik,http://www.imdb.com/title/tt0383574/,7.3,382541,9060,2006,video.movie,33,37,253,525,1822,3,1707.66667,502.12969,1009,2167
titles03/index.html.3934,tt0385002,Green Street Hooligans (2005),green street hooligans,http://www.imdb.com/title/tt0385002/,7.6,92562,6540,2005,video.movie,3,0,21,153,367,3,2875.33333,2566.30790,257,6361
titles02/index.html.1472,tt0387131,Der ewige Gärtner (2005),der ewige g rtner,http://www.imdb.com/title/tt0387131/,7.5,92479,7740,2005,video.movie,23,45,44,617,557,3,3195.00000,2261.57998,1219,6361
titles02/index.html.1755,tt0393109,Brick (2005),brick,http://www.imdb.com/title/tt0393109/,7.5,71942,6600,2005,video.movie,10,14,49,1042,398,2,3790.00000,2571.00000,1219,6361
titles02/index.html.2516,tt0396171,Das Parfum - Die Geschichte eines Mörders (2006),das parfum die geschichte eines m rders,http://www.imdb.com/title/tt0396171/,7.5,149899,8820,2006,video.movie,12,13,46,183,455,3,3126.00000,2323.56321,1009,6361
titles02/index.html.3841,tt0397535,Die Geisha (2005),die geisha,http://www.imdb.com/title/tt0397535/,7.3,99918,8700,2005,video.movie,23,30,145,490,541,2,4168.50000,2192.50000,1976,6361
titles02/index.html.1701,tt0399146,A History of Violence (2005),a history of violence,http://www.imdb.com/title/tt0399146/,7.5,154987,5760,2005,video.movie,35,34,24,919,1100,3,3458.00000,2052.73135,2005,6361
titles02/index.html.3082,tt0399295,Lord of War - Händler des Todes (2005),lord of war h ndler des todes,http://www.imdb.com/title/tt0399295/,7.6,205448,7320,2005,video.movie,1,1,35,294,423,3,3458.00000,2052.73135,2005,6361
titles02/index.html.4005,tt0404203,Little Children (2006),little children,http://www.imdb.com/title/tt0404203/,7.6,80114,8160,2006,video.movie,12,30,35,545,307,1,6361.00000,0.00000,6361,6361
titles02/index.html.6835,tt0404390,Running Scared (2006),running scared,http://www.imdb.com/title/tt0404390/,7.5,78275,7320,2006,video.movie,0,0,18,249,411,3,3512.00000,2015.59272,2008,6361
titles03/index.html.4061,tt0408306,München (2005),m nchen,http://www.imdb.com/title/tt0408306/,7.7,148550,9840,2005,video.movie,16,24,30,764,802,3,3003.00000,2438.69965,643,6361
titles02/index.html.6667,tt0409459,Watchmen: Die Wächter (2009),watchmen die w chter,http://www.imdb.com/title/tt0409459/,7.6,300438,9720,2009,video.movie,5,11,213,5773,1181,3,3249.00000,2234.29094,1219,6361
titles02/index.html.5335,tt0414993,The Fountain (2006),the fountain,http://www.imdb.com/title/tt0414993/,7.4,155078,5760,2006,video.movie,6,16,78,833,871,2,4168.50000,2192.50000,1976,6361
titles03/index.html.4103,tt0416320,Match Point (2005),match point,http://www.imdb.com/title/tt0416320/,7.7,128918,7440,2005,video.movie,8,14,67,513,725,2,4168.50000,2192.50000,1976,6361
titles02/index.html.6472,tt0417741,Harry Potter und der Halbblutprinz (2009),harry potter und der halbblutprinz,http://www.imdb.com/title/tt0417741/,7.4,229420,9180,2009,video.movie,7,25,175,2539,954,3,1342.66667,428.10149,1009,1947
titles02/index.html.3750,tt0420223,Schräger als Fiktion (2006),schr ger als fiktion,http://www.imdb.com/title/tt0420223/,7.7,158513,6780,2006,video.movie,3,11,50,445,511,3,4000.33333,2229.98974,1009,6361
titles03/index.html.4149,tt0424345,Clerks II (2006),clerks ii,http://www.imdb.com/title/tt0424345/,7.5,99088,5820,2006,video.movie,2,1,45,213,463,1,4631.00000,0.00000,4631,4631
titles02/index.html.1806,tt0427944,Thank You for Smoking (2005),thank you for smoking,http://www.imdb.com/title/tt0427944/,7.7,166413,5520,2005,video.movie,10,18,85,500,312,2,5496.00000,865.00000,4631,6361
titles02/index.html.1668,tt0433383,Good Night\, and Good Luck. (2005),good night and good luck,http://www.imdb.com/title/tt0433383/,7.6,74242,5580,2005,video.movie,43,65,36,107,511,2,3502.00000,2859.00000,643,6361
titles02/index.html.5261,tt0436697,Die Queen (2006),die queen,http://www.imdb.com/title/tt0436697/,7.4,69192,6180,2006,video.movie,64,59,47,1796,404,2,3523.00000,2838.00000,685,6361
titles02/index.html.4380,tt0441909,Volver (2006),volver,http://www.imdb.com/title/tt0441909/,7.6,62414,7260,2006,video.movie,55,53,64,368,222,3,4333.33333,1789.52626,2008,6361
titles02/index.html.1721,tt0443272,Lincoln (2012),lincoln,http://www.imdb.com/title/tt0443272/,7.5,146016,9000,2012,video.movie,63,115,70,74,638,3,2563.00000,2685.64629,643,6361
titles02/index.html.1471,tt0443543,The Illusionist - Nichts ist wie es scheint (2006),the illusionist nichts ist wie es scheint,http://www.imdb.com/title/tt0443543/,7.6,225695,6600,2006,video.movie,6,8,61,587,624,3,3185.33333,2266.70191,1219,6361
titles03/index.html.4237,tt0443706,Zodiac - Die Spur des Killers (2007),zodiac die spur des killers,http://www.imdb.com/title/tt0443706/,7.7,206885,9420,2007,video.movie,0,0,91,1356,546,3,3196.00000,2261.05418,1219,6361
titles02/index.html.5402,tt0446029,Scott Pilgrim gegen den Rest der Welt (2010),scott pilgrim gegen den rest der welt,http://www.imdb.com/title/tt0446029/,7.5,200784,6720,2010,video.movie,6,22,123,3864,487,3,2602.33333,1510.37685,1009,4631
titles02/index.html.3839,tt0446755,The Painted Veil (2006),the painted veil,http://www.imdb.com/title/tt0446755/,7.5,64680,7500,2006,video.movie,7,3,50,250,209,2,4168.50000,2192.50000,1976,6361
titles02/index.html.2628,tt0448134,Sunshine (2007),sunshine,http://www.imdb.com/title/tt0448134/,7.3,146791,6420,2007,video.movie,1,10,37,683,742,2,1976.00000,29.00000,1947,2005
titles02/index.html.4949,tt0449467,Babel (2006),babel,http://www.imdb.com/title/tt0449467/,7.5,200442,8580,2006,video.movie,39,86,137,778,896,1,6361.00000,0.00000,6361,6361
titles02/index.html.1357,tt0452623,Gone Baby gone - Kein Kinderspiel (2007),gone baby gone kein kinderspiel,http://www.imdb.com/title/tt0452623/,7.7,148683,6840,2007,video.movie,23,12,55,1266,427,3,3196.00000,2261.05418,1219,6361
titles02/index.html.3080,tt0454848,Inside Man (2006),inside man,http://www.imdb.com/title/tt0454848/,7.7,217824,7740,2006,video.movie,5,8,55,456,627,3,3458.00000,2052.73135,2005,6361
titles03/index.html.4348,tt0462504,Rescue Dawn (2006),rescue dawn,http://www.imdb.com/title/tt0462504/,7.4,69790,7560,2006,video.movie,1,4,59,204,189,3,2997.66667,2433.40219,685,6361
titles03/index.html.4349,tt0462538,Die Simpsons: Der Film (2007),die simpsons der film,http://www.imdb.com/title/tt0462538/,7.4,206379,5220,2007,video.movie,5,20,70,300,737,3,2492.66667,1571.28490,900,4631
titles02/index.html.4827,tt0464141,Das Waisenhaus (2007),das waisenhaus,http://www.imdb.com/title/tt0464141/,7.5,97825,6300,2007,video.movie,33,34,22,796,292,3,3195.00000,2261.57998,1219,6361
titles02/index.html.1363,tt0465538,Michael Clayton (2007),michael clayton,http://www.imdb.com/title/tt0465538/,7.3,113526,7140,2007,video.movie,19,60,53,798,352,3,3196.00000,2261.05418,1219,6361
titles02/index.html.6220,tt0467406,Juno (2007),juno,http://www.imdb.com/title/tt0467406/,7.6,323252,5760,2007,video.movie,63,44,49,3202,854,3,4322.66667,1803.39649,1976,6361
titles02/index.html.3165,tt0480025,This Is England (2006),this is england,http://www.imdb.com/title/tt0480025/,7.7,81928,6060,2006,video.movie,12,13,11,320,175,2,4184.50000,2176.50000,2008,6361
titles02/index.html.5198,tt0481499,Die Croods (2013),die croods,http://www.imdb.com/title/tt0481499/,7.3,90161,5880,2013,video.movie,5,24,42,1113,167,3,2492.66667,1571.28490,900,4631
titles02/index.html.2256,tt0765443,Tödliche Versprechen (2007),t dliche versprechen,http://www.imdb.com/title/tt0765443/,7.7,159004,6000,2007,video.movie,27,43,39,22,375,3,1744.00000,371.23308,1219,2008
titles02/index.html.2568,tt0770828,Man of Steel (2013),man of steel,http://www.imdb.com/title/tt0770828/,7.4,359724,8580,2013,video.movie,4,16,137,15096,2238,3,1707.66667,502.12969,1009,2167
titles02/index.html.4717,tt0780571,Mr. Brooks - Der Mörder in Dir (2007),mr brooks der m rder in dir,http://www.imdb.com/title/tt0780571/,7.4,103781,7200,2007,video.movie,0,0,70,262,323,3,3196.00000,2261.05418,1219,6361
titles02/index.html.1532,tt0795368,Sterben für Anfänger (2007),sterben f r anf nger,http://www.imdb.com/title/tt0795368/,7.4,74812,5400,2007,video.movie,2,0,16,455,190,1,4631.00000,0.00000,4631,4631
titles03/index.html.4851,tt0805564,Lars und die Frauen (2007),lars und die frauen,http://www.imdb.com/title/tt0805564/,7.4,95436,6360,2007,video.movie,8,16,21,712,284,2,5496.00000,865.00000,4631,6361
titles03/index.html.4875,tt0814314,Sieben Leben (2008),sieben leben,http://www.imdb.com/title/tt0814314/,7.6,184079,7380,2008,video.movie,4,6,62,769,572,1,6361.00000,0.00000,6361,6361
titles03/index.html.4906,tt0825232,Das Beste kommt zum Schluss (2007),das beste kommt zum schluss,http://www.imdb.com/title/tt0825232/,7.4,145833,5820,2007,video.movie,1,3,64,397,292,3,4313.00000,1815.98311,1947,6361
titles02/index.html.2686,tt0829482,Superbad (2007),superbad,http://www.imdb.com/title/tt0829482/,7.7,327058,6780,2007,video.movie,7,14,79,2809,540,1,4631.00000,0.00000,4631,4631
titles02/index.html.2210,tt0840361,The Town - Stadt ohne Gnade (2010),the town stadt ohne gnade,http://www.imdb.com/title/tt0840361/,7.6,222924,7500,2010,video.movie,9,24,48,3726,391,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2794,tt0878804,Blind Side - Die große Chance (2009),blind side die gro e chance,http://www.imdb.com/title/tt0878804/,7.7,154322,7740,2009,video.movie,7,22,38,3996,373,3,2434.33333,2782.06510,257,6361
titles03/index.html.4994,tt0887912,Tödliches Kommando - The Hurt Locker (2008),t dliches kommando the hurt locker,http://www.imdb.com/title/tt0887912/,7.6,239554,7860,2008,video.movie,89,57,47,7127,823,3,3033.33333,2409.54827,734,6361
titles03/index.html.5008,tt0898367,The Road (2009),the road,http://www.imdb.com/title/tt0898367/,7.3,138488,6660,2009,video.movie,2,15,41,2160,455,2,4154.00000,2207.00000,1947,6361
titles02/index.html.1216,tt0918927,Glaubensfrage (2008),glaubensfrage,http://www.imdb.com/title/tt0918927/,7.5,80912,6240,2008,video.movie,19,44,73,1192,302,2,3790.00000,2571.00000,1219,6361
titles02/index.html.6470,tt0926084,Harry Potter und die Heiligtümer des Todes - Teil 1 (2010),harry potter und die heiligt mer des todes teil,http://www.imdb.com/title/tt0926084/,7.7,234523,8760,2010,video.movie,10,39,213,2985,601,3,1342.66667,428.10149,1009,1947
titles03/index.html.5042,tt0929632,Precious - Das Leben ist kostbar (2009),precious das leben ist kostbar,http://www.imdb.com/title/tt0929632/,7.4,65981,6600,2009,video.movie,79,49,102,2146,259,1,6361.00000,0.00000,6361,6361
titles02/index.html.5138,tt0945513,Source Code (2011),source code,http://www.imdb.com/title/tt0945513/,7.5,270084,5580,2011,video.movie,1,3,84,2669,540,2,1612.00000,393.00000,1219,2005
titles02/index.html.3845,tt0959337,Zeiten des Aufruhrs (2008),zeiten des aufruhrs,http://www.imdb.com/title/tt0959337/,7.4,122695,7140,2008,video.movie,8,26,64,2185,393,2,4168.50000,2192.50000,1976,6361
titles03/index.html.5086,tt0970179,Hugo Cabret (2011),hugo cabret,http://www.imdb.com/title/tt0970179/,7.6,192078,7560,2011,video.movie,45,104,88,4508,614,3,3126.66667,2314.74841,1072,6361
titles02/index.html.3836,tt0976051,Der Vorleser (2008),der vorleser,http://www.imdb.com/title/tt0976051/,7.6,149409,7440,2008,video.movie,16,33,36,1442,345,2,4168.50000,2192.50000,1976,6361
titles03/index.html.5111,tt0983193,Die Abenteuer von Tim und Struppi - Das Geheimnis der Einhorn (2011),die abenteuer von tim und struppi das geheimnis der einhorn,http://www.imdb.com/title/tt0983193/,7.4,141469,6420,2011,video.movie,13,34,59,2373,427,3,1671.33333,552.76055,900,2167
titles02/index.html.5877,tt0988045,Sherlock Holmes (2009),sherlock holmes,http://www.imdb.com/title/tt0988045/,7.6,346891,7680,2009,video.movie,9,20,63,9641,599,3,2040.66667,92.73738,1947,2167
titles02/index.html.3786,tt1013753,Milk (2008),milk,http://www.imdb.com/title/tt1013753/,7.7,108949,7680,2008,video.movie,45,66,183,2848,266,3,2563.00000,2685.64629,643,6361
titles03/index.html.5173,tt1023114,The Way Back (2010),the way back,http://www.imdb.com/title/tt1023114/,7.3,69391,7980,2010,video.movie,1,4,64,779,145,3,2983.66667,2446.75150,643,6361
titles02/index.html.5227,tt1032755,RocknRolla (2008),rocknrolla,http://www.imdb.com/title/tt1032755/,7.3,154552,6840,2008,video.movie,2,4,81,1442,171,3,2060.00000,75.67034,2005,2167
titles02/index.html.1813,tt1033575,The Descendants - Familie und andere Angelegenheiten (2011),the descendants familie und andere angelegenheiten,http://www.imdb.com/title/tt1033575/,7.4,164099,6900,2011,video.movie,51,82,93,4376,403,2,5496.00000,865.00000,4631,6361
titles02/index.html.2821,tt1038988,[Rec] (2007),rec,http://www.imdb.com/title/tt1038988/,7.5,100652,4680,2007,video.movie,16,8,14,219,353,2,961.50000,257.50000,704,1219
titles03/index.html.5232,tt1057500,Invictus - Unbezwungen (2009),invictus unbezwungen,http://www.imdb.com/title/tt1057500/,7.4,98341,8040,2009,video.movie,8,21,106,1643,247,3,2563.00000,2685.64629,643,6361
titles02/index.html.4013,tt1120985,Blue Valentine (2010),blue valentine,http://www.imdb.com/title/tt1120985/,7.4,107863,6720,2010,video.movie,4,21,46,3421,256,2,4168.50000,2192.50000,1976,6361
titles02/index.html.4834,tt1139328,Der Ghostwriter (2010),der ghostwriter,http://www.imdb.com/title/tt1139328/,7.3,110856,7680,2010,video.movie,26,24,45,1350,328,2,1612.00000,393.00000,1219,2005
titles03/index.html.5386,tt1174732,An Education (2009),an education,http://www.imdb.com/title/tt1174732/,7.3,93787,6000,2009,video.movie,25,55,90,2225,215,1,6361.00000,0.00000,6361,6361
titles03/index.html.5419,tt1189073,Die Haut\, in der ich wohne (2011),die haut in der ich wohne,http://www.imdb.com/title/tt1189073/,7.6,76758,7200,2011,video.movie,22,38,68,111,133,3,3023.33333,2419.11338,704,6361
titles02/index.html.4435,tt1189340,Der Mandant (2011),der mandant,http://www.imdb.com/title/tt1189340/,7.3,133277,7080,2011,video.movie,0,0,47,1559,186,3,3458.00000,2052.73135,2005,6361
titles03/index.html.5425,tt1192628,Rango (2011),rango,http://www.imdb.com/title/tt1192628/,7.3,135706,6420,2011,video.movie,27,17,77,2064,319,3,2492.66667,1571.28490,900,4631
titles02/index.html.3837,tt1193138,Up in the Air (2009),up in the air,http://www.imdb.com/title/tt1193138/,7.5,219131,6540,2009,video.movie,64,66,84,4398,424,2,4168.50000,2192.50000,1976,6361
titles03/index.html.5430,tt1197624,Gesetz der Rache (2009),gesetz der rache,http://www.imdb.com/title/tt1197624/,7.4,169746,6540,2009,video.movie,2,5,75,1139,403,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2434,tt1210166,Die Kunst zu gewinnen - Moneyball (2011),die kunst zu gewinnen moneyball,http://www.imdb.com/title/tt1210166/,7.6,221172,7980,2011,video.movie,20,42,60,4184,289,3,2434.33333,2782.06510,257,6361
titles02/index.html.3952,tt1212450,Lawless - Die Gesetzlosen (2012),lawless die gesetzlosen,http://www.imdb.com/title/tt1212450/,7.3,129924,6960,2012,video.movie,1,4,61,1599,248,2,4184.50000,2176.50000,2008,6361
titles02/index.html.2398,tt1219289,Ohne Limit (2011),ohne limit,http://www.imdb.com/title/tt1219289/,7.4,289299,6300,2011,video.movie,1,6,61,1812,343,2,1612.00000,393.00000,1219,2005
titles03/index.html.5472,tt1229238,Mission: Impossible - Phantom Protokoll (2011),mission impossible phantom protokoll,http://www.imdb.com/title/tt1229238/,7.4,270171,7980,2011,video.movie,3,19,132,2040,471,2,2086.00000,81.00000,2005,2167
titles02/index.html.2512,tt1242460,We Need to Talk About Kevin (2011),we need to talk about kevin,http://www.imdb.com/title/tt1242460/,7.5,65660,6720,2011,video.movie,20,31,71,2131,258,2,4183.00000,2178.00000,2005,6361
titles02/index.html.6702,tt1289406,Harry Brown (2009),harry brown,http://www.imdb.com/title/tt1289406/,7.3,62172,6180,2009,video.movie,1,3,23,971,207,3,3512.00000,2015.59272,2008,6361
